what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui,1392835490799
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1392835491166
started,bundle,org.eclipse.ltk.core.refactoring,3.4.0.v20080603-2000,org.eclipse.ltk.core.refactoring,1392835496417
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.0.v20080605-1800,org.eclipse.ltk.ui.refactoring,1392835496419
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392835496705
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1392835497971
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392835498418
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.rename,1392835498431
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392835502818
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392835506857
executed,command,org.eclipse.ltk.ui.refactoring,3.4.0.v20080605-1800,org.eclipse.ltk.ui.refactoring.commands.deleteResources,1392835506863
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1392835506864
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392835509341
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1392835516024
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392835547963
started,bundle,org.eclipse.wst.ws.service.policy,1.0.0.v200805221441,org.eclipse.wst.ws.service.policy,1392835552846
started,bundle,org.eclipse.wst.command.env,1.0.305.v200805281530,org.eclipse.wst.command.env,1392835552943
started,bundle,org.eclipse.wst.ws,1.1.0.v200805140300,org.eclipse.wst.ws,1392835552944
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392835553160
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392835717550
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.properties,1392835717567
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392835729917
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392835739938
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1392835742195
started,bundle,org.eclipse.jdt.debug,3.4.0.v20080604,org.eclipse.jdt.debug,1392835742624
