what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392844211859
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392844269806
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392844276009
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392844313798
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineStart,1392844319980
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.cut,1392844320906
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1392844324027
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.delete.line,1392844326336
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.goto.wordNext,1392844327921
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.select.lineEnd,1392844328502
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.cut,1392844329223
executed,command,org.eclipse.ui.workbench.texteditor,3.4.0.v20080603-2000,org.eclipse.ui.edit.text.delete.line,1392844329545
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1392844333178
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1392844334036
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1392844342573
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1392844345226
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392844351262
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392844362414
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1392844363753
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392844367353
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392844381975
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392844385268
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1392844395813
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.cut,1392844399772
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1392844401190
